CurrentEquipmentDays,MonthsInService,MonthlyMinutes,PercChangeMinutes,TotalRecurringCharge,OffPeakCallsInOut,PercChangeRevenues,MonthlyRevenue,PeakCallsInOut,OverageMinutes,ReceivedCalls,UnansweredCalls,Churn
57.0,11,602.0,-60.0,72.0,33.0,-11.9,73.83,62.7,0.0,55.7,4.3,1
334.0,11,481.0,63.0,40.0,0.0,11.3,34.1,0.0,12.0,0.0,0.0,0
272.0,9,214.0,-43.0,30.0,0.0,-8.8,38.75,0.0,24.0,0.0,0.0,0
380.0,13,204.0,144.0,40.0,0.0,12.4,34.2,0.0,12.0,0.0,0.0,0
272.0,9,540.0,-116.0,40.0,49.3,-35.3,100.17,161.0,198.0,123.2,18.7,0
380.0,13,369.0,148.0,40.0,0.0,19.2,44.49,0.0,29.0,0.0,0.0,0
367.0,13,367.0,-90.0,50.0,0.0,-3.8,53.74,0.0,12.0,0.0,0.0,0
334.0,11,1832.0,193.0,85.0,166.3,49.0,103.91,270.0,115.0,627.0,42.0,0
19.0,11,540.0,424.0,60.0,6.0,44.9,63.11,55.0,62.0,21.8,4.3,0
111.0,9,1737.0,276.0,95.0,188.0,-16.7,105.67,208.3,0.0,426.3,7.3,0
31.0,11,2072.0,223.0,85.0,372.7,0.9,76.28,245.7,0.0,634.4,19.3,0
272.0,9,1303.0,-278.0,45.0,0.0,-8.5,47.45,0.0,22.0,0.0,0.0,0
334.0,11,498.0,7.0,40.0,57.7,-4.6,36.31,75.7,19.0,41.7,44.0,1
272.0,9,360.0,-138.0,40.0,0.0,-0.8,30.84,0.0,0.0,0.0,0.0,0
441.0,15,337.0,99.0,40.0,27.0,6.7,40.0,31.0,9.0,23.4,16.7,0
441.0,15,134.0,-73.0,40.0,0.0,-0.5,30.48,0.0,0.0,0.0,0.0,0
380.0,13,244.0,-244.0,15.0,56.7,-12.9,12.91,42.0,0.0,77.0,15.0,0
380.0,13,0.0,0.0,95.0,0.0,0.0,84.99,0.0,0.0,0.0,0.0,1
441.0,15,134.0,-54.0,85.0,0.0,-2.5,87.48,0.0,5.0,0.0,0.0,0
272.0,9,831.0,-100.0,60.0,0.0,21.0,57.59,0.0,0.0,0.0,0.0,1
334.0,11,252.0,36.0,40.0,35.0,8.0,22.99,86.0,0.0,95.8,38.0,1
334.0,11,24.0,-24.0,40.0,0.3,-1.5,31.45,4.0,0.0,2.7,0.7,1
196.0,15,1348.0,356.0,85.0,288.7,-1.9,85.31,229.7,0.0,259.6,95.7,1
334.0,11,254.0,131.0,40.0,0.0,-0.2,30.24,0.0,0.0,0.0,0.0,0
359.0,13,547.0,-192.0,60.0,0.0,-20.7,78.59,0.0,72.0,0.0,0.0,0
380.0,13,308.0,186.0,10.0,30.3,42.0,27.68,30.3,56.0,61.0,6.7,1
380.0,13,147.0,70.0,40.0,0.0,-0.3,30.25,0.0,0.0,0.0,0.0,0
334.0,11,72.0,-72.0,52.0,0.0,-37.0,46.99,0.0,0.0,0.0,0.0,0
59.0,9,353.0,-44.0,69.0,78.7,-13.2,72.89,84.0,1.0,65.5,50.7,0
223.0,15,1030.0,638.0,67.0,120.3,61.7,98.83,89.7,54.0,176.0,25.3,0
272.0,9,394.0,-15.0,40.0,0.0,-7.6,37.6,0.0,19.0,0.0,0.0,0
334.0,11,54.0,-52.0,60.0,0.0,0.0,53.99,0.0,0.0,0.0,0.0,1
332.0,11,507.0,161.0,60.0,0.0,0.7,50.24,0.0,0.0,0.0,0.0,1
334.0,11,398.0,-160.0,40.0,65.3,-9.0,44.58,124.3,24.0,97.9,22.3,0
247.0,13,514.0,116.0,30.0,110.3,35.9,73.56,94.0,122.0,110.5,21.0,0
379.0,13,40.0,-40.0,40.0,2.7,-25.7,25.74,3.3,0.0,1.3,4.3,1
257.0,11,52.0,-20.0,47.0,6.0,-2.5,37.49,13.7,0.0,2.1,4.0,1
333.0,11,265.0,87.0,40.0,0.0,22.9,37.61,0.0,22.0,0.0,0.0,1
321.0,11,875.0,-875.0,95.0,53.3,-59.7,144.69,348.0,168.0,251.9,52.7,1
240.0,9,111.0,30.0,40.0,0.0,-0.4,30.36,0.0,0.0,0.0,0.0,0
265.0,11,441.0,-126.0,40.0,41.0,-0.9,30.86,55.0,2.0,42.8,40.3,0
333.0,11,143.0,-42.0,40.0,0.0,-0.3,32.26,0.0,0.0,0.0,0.0,0
440.0,15,618.0,-126.0,44.0,0.0,-41.2,71.58,0.0,99.0,0.0,0.0,0
323.0,11,469.0,43.0,70.0,0.0,6.0,54.16,0.0,0.0,0.0,0.0,0
128.0,13,685.0,67.0,70.0,80.7,0.0,59.99,176.7,37.0,229.9,19.7,0
333.0,11,279.0,-111.0,40.0,0.0,-2.1,34.66,0.0,12.0,0.0,0.0,1
333.0,11,869.0,-246.0,43.0,0.0,-28.6,71.58,0.0,92.0,0.0,0.0,0
298.0,11,304.0,-54.0,40.0,0.0,-1.6,31.69,0.0,0.0,0.0,0.0,1
117.0,11,1353.0,628.0,60.0,178.0,107.0,91.29,141.3,123.0,227.2,71.3,0
293.0,13,730.0,406.0,60.0,84.0,34.0,65.31,118.7,38.0,172.0,19.3,1
191.0,13,234.0,101.0,40.0,24.3,-0.1,30.82,56.3,0.0,38.4,9.7,0
440.0,15,211.0,-69.0,40.0,0.0,-0.4,30.43,0.0,1.0,0.0,0.0,0
379.0,13,372.0,-102.0,40.0,0.0,-13.7,47.73,0.0,39.0,0.0,0.0,0
143.0,15,1837.0,4.0,75.0,505.7,-7.9,89.22,400.3,13.0,340.6,223.0,0
4.0,11,335.0,29.0,45.0,0.0,1.3,42.7,0.0,18.0,0.0,0.0,0
3.0,11,124.0,-19.0,30.0,2.0,0.6,38.97,10.0,0.0,3.3,0.7,0
271.0,9,46.0,9.0,40.0,0.0,-0.3,34.26,0.0,0.0,0.0,0.0,0
114.0,9,468.0,-404.0,45.0,107.3,-20.9,66.84,119.0,30.0,118.0,59.0,1
208.0,15,201.0,102.0,30.0,22.3,28.9,44.09,19.3,38.0,0.3,20.0,1
255.0,13,518.0,76.0,70.0,29.7,0.1,60.49,122.0,0.0,115.2,45.3,0
333.0,11,172.0,-18.0,54.0,0.0,-22.3,71.71,0.0,0.0,0.0,0.0,0
333.0,11,44.0,10.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,0
335.0,15,2219.0,-255.0,85.0,264.0,-29.1,184.58,444.3,210.0,816.5,104.3,0
161.0,11,459.0,-310.0,40.0,214.7,-20.6,54.55,185.0,58.0,177.9,42.7,1
179.0,15,21.0,-20.0,32.0,0.0,5.8,28.14,0.3,0.0,0.0,0.0,1
379.0,13,457.0,-321.0,95.0,0.0,0.6,75.19,0.0,0.0,0.0,0.0,0
333.0,11,192.0,103.0,35.0,0.0,142.8,73.31,0.0,3.0,0.0,0.0,0
379.0,13,720.0,164.0,85.0,40.7,-11.1,88.85,177.3,0.0,191.2,45.0,0
271.0,9,144.0,-8.0,60.0,0.0,-6.8,56.8,0.0,1.0,0.0,0.0,0
379.0,13,97.0,119.0,40.0,0.0,-0.2,30.24,0.0,0.0,0.0,0.0,0
333.0,11,421.0,213.0,40.0,0.0,47.1,46.62,0.0,48.0,0.0,0.0,0
271.0,9,833.0,56.0,60.0,58.7,-23.2,79.18,135.0,73.0,189.6,43.0,1
124.0,15,2093.0,-2093.0,23.0,1395.3,-300.1,450.08,1117.7,1090.0,1068.2,251.3,0
61.0,13,246.0,99.0,30.0,24.0,0.1,34.03,70.3,0.0,35.9,32.3,0
379.0,13,585.0,-109.0,76.0,0.0,-21.6,70.46,0.0,6.0,0.0,0.0,0
42.0,9,16.0,22.0,20.0,3.3,-28.9,55.92,2.3,4.0,1.2,0.7,0
141.0,11,266.0,-266.0,21.0,31.3,-39.9,39.91,29.3,74.0,56.7,20.7,0
379.0,13,283.0,-83.0,50.0,19.7,-1.5,42.47,91.7,0.0,33.7,30.3,0
333.0,11,564.0,250.0,70.0,0.0,30.2,74.48,0.0,34.0,0.0,0.0,1
379.0,13,302.0,242.0,35.0,33.7,3.1,26.91,80.3,0.0,9.2,22.3,0
143.0,13,738.0,127.0,60.0,111.3,0.0,53.99,147.3,0.0,287.1,23.7,1
271.0,9,480.0,-38.0,31.0,61.7,29.0,65.49,53.0,131.0,98.9,31.7,0
358.0,15,915.0,-915.0,22.0,304.0,-93.6,93.65,267.3,249.0,794.8,78.7,0
333.0,11,427.0,-98.0,45.0,0.0,7.9,46.67,0.0,29.0,0.0,0.0,0
333.0,11,121.0,-90.0,70.0,1.7,-6.3,77.39,1.3,0.0,0.0,2.0,1
333.0,11,313.0,502.0,40.0,0.0,81.6,58.48,0.0,78.0,0.0,0.0,1
333.0,11,1256.0,494.0,10.0,108.3,56.8,85.27,221.3,242.0,644.5,49.3,0
440.0,15,125.0,61.0,10.0,0.0,8.8,22.6,0.0,16.0,0.0,0.0,1
379.0,13,1728.0,-302.0,55.0,85.0,-0.9,57.27,30.3,19.0,203.5,17.7,1
333.0,11,204.0,-187.0,18.0,8.7,-61.5,43.81,15.7,57.0,8.2,4.7,0
440.0,15,104.0,-44.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,0
181.0,13,439.0,75.0,40.0,21.7,-2.7,50.36,80.3,21.0,204.9,9.3,0
271.0,9,122.0,-109.0,10.0,17.7,-3.1,13.14,16.3,10.0,74.4,1.0,0
379.0,13,709.0,1172.0,50.0,0.0,207.4,110.17,0.0,176.0,0.0,0.0,1
379.0,13,126.0,-126.0,70.0,0.0,15.0,44.98,0.0,0.0,0.0,0.0,1
333.0,11,23.0,20.0,10.0,4.3,0.0,10.0,1.3,0.0,0.8,1.0,1
440.0,15,77.0,-59.0,30.0,3.0,-19.8,39.78,32.3,51.0,20.8,10.3,0
333.0,11,254.0,220.0,51.0,0.0,-2.2,42.2,0.0,0.0,0.0,0.0,0
299.0,15,330.0,-330.0,12.0,86.0,-14.7,14.67,92.0,13.0,219.8,21.3,0
19.0,11,831.0,-27.0,38.0,76.0,-24.3,60.25,61.0,46.0,108.6,19.0,0
228.0,15,8.0,-8.0,26.0,0.0,-48.0,18.99,0.0,0.0,0.0,0.0,1
333.0,11,689.0,-313.0,40.0,0.0,-9.4,42.33,0.0,30.0,0.0,0.0,0
182.0,13,608.0,-14.0,75.0,43.3,-1.5,80.44,172.3,0.0,117.3,34.3,1
379.0,13,3231.0,746.0,118.0,357.3,46.2,217.79,582.7,346.0,335.1,379.7,0
271.0,9,904.0,362.0,85.0,0.0,-3.2,78.17,0.0,0.0,0.0,0.0,0
333.0,11,930.0,-24.0,48.0,132.7,-88.3,148.28,129.7,142.0,327.9,30.7,0
271.0,9,334.0,61.0,70.0,0.0,11.1,64.73,0.0,0.0,0.0,0.0,0
271.0,9,271.0,-94.0,40.0,0.0,2.5,27.53,0.0,7.0,0.0,0.0,0
270.0,9,410.0,-180.0,45.0,0.0,-22.9,57.86,0.0,64.0,0.0,0.0,0
332.0,11,672.0,-204.0,80.0,5.3,-4.6,77.38,170.0,34.0,5.8,27.7,0
270.0,9,2503.0,-998.0,154.0,286.3,-95.8,266.54,569.7,312.0,596.5,87.3,0
439.0,15,160.0,-53.0,40.0,0.0,-1.1,36.49,0.0,4.0,0.0,0.0,0
270.0,9,1190.0,144.0,45.0,108.3,30.0,96.1,57.0,162.0,66.9,2.0,1
91.0,9,224.0,-136.0,48.0,29.7,-0.6,38.62,64.7,0.0,4.4,5.0,0
270.0,9,896.0,-243.0,60.0,224.3,-55.0,120.4,245.0,194.0,232.5,28.0,0
332.0,11,461.0,-233.0,40.0,46.3,-50.6,81.69,98.0,25.0,167.9,41.7,1
332.0,11,31.0,-5.0,40.0,0.0,-7.7,42.62,0.0,0.0,0.0,0.0,0
332.0,11,107.0,93.0,40.0,0.0,-2.0,36.34,0.0,0.0,0.0,0.0,1
270.0,9,902.0,-135.0,69.0,118.3,-69.9,76.57,270.7,0.0,187.5,67.0,0
332.0,11,0.0,0.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,0
332.0,11,197.0,-21.0,30.0,0.0,-8.9,38.91,0.0,26.0,0.0,0.0,1
378.0,13,268.0,46.0,30.0,0.0,-0.8,30.77,0.0,2.0,0.0,0.0,0
332.0,11,49.0,-12.0,60.0,0.0,-0.1,50.1,0.0,0.0,0.0,0.0,1
378.0,13,244.0,-73.0,40.0,0.0,1.4,30.46,0.0,0.0,0.0,0.0,1
270.0,9,286.0,-104.0,50.0,28.3,-13.4,44.38,100.0,12.0,49.8,34.0,1
332.0,11,549.0,171.0,45.0,0.0,40.8,53.39,0.0,50.0,0.0,0.0,0
378.0,13,1177.0,-160.0,45.0,0.0,-0.7,35.69,0.0,2.0,0.0,0.0,0
143.0,11,401.0,-293.0,45.0,63.7,-3.3,39.32,80.0,10.0,108.8,40.3,1
332.0,11,121.0,-31.0,40.0,0.0,-0.2,30.18,0.0,0.0,0.0,0.0,0
439.0,15,75.0,25.0,60.0,6.0,14.5,61.06,28.3,23.0,21.7,3.3,1
222.0,15,55.0,14.0,36.0,26.0,3.2,27.04,14.7,0.0,7.6,6.3,0
332.0,11,196.0,-72.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,0
124.0,15,273.0,272.0,40.0,29.3,-0.2,40.24,43.0,0.0,14.7,16.7,0
332.0,11,130.0,34.0,40.0,0.0,-0.4,34.4,0.0,0.0,0.0,0.0,0
270.0,9,50.0,-50.0,21.0,3.7,-19.2,19.23,3.7,0.0,0.8,4.7,0
332.0,11,158.0,16.0,40.0,0.0,0.1,30.5,0.0,0.0,0.0,0.0,1
378.0,13,45.0,-44.0,60.0,2.7,0.0,49.99,16.3,0.0,0.5,11.3,0
439.0,15,703.0,-50.0,60.0,0.0,6.9,52.3,0.0,0.0,0.0,0.0,0
332.0,11,168.0,-104.0,40.0,0.0,-0.2,30.24,0.0,0.0,0.0,0.0,0
332.0,11,37.0,-35.0,30.0,0.0,-2.0,21.94,0.0,5.0,0.0,0.0,1
271.0,13,454.0,76.0,58.0,54.0,13.2,67.54,65.0,47.0,91.5,7.0,0
270.0,9,873.0,-107.0,10.0,133.3,-11.7,22.43,115.3,41.0,159.4,41.7,1
270.0,9,734.0,-248.0,95.0,54.3,0.4,98.87,143.0,0.0,197.4,29.0,0
378.0,13,2572.0,407.0,37.0,0.0,-45.3,45.29,0.0,20.0,0.0,0.0,0
378.0,13,1300.0,-150.0,60.0,354.7,-0.1,58.7,135.7,0.0,279.1,60.3,0
91.0,13,1092.0,436.0,70.0,117.7,141.8,108.96,211.7,43.0,358.1,51.3,0
332.0,11,321.0,-96.0,40.0,0.0,-3.4,37.4,0.0,10.0,0.0,0.0,1
332.0,11,583.0,-5.0,40.0,0.0,7.1,35.16,0.0,0.0,0.0,0.0,1
332.0,11,628.0,216.0,68.0,0.0,12.3,62.69,0.0,0.0,0.0,0.0,1
117.0,9,331.0,-26.0,40.0,48.0,-1.3,31.31,67.7,3.0,93.8,20.3,0
332.0,11,347.0,-180.0,40.0,0.0,1.1,32.88,0.0,2.0,0.0,0.0,0
117.0,15,1095.0,-268.0,55.0,146.3,-43.3,103.28,231.3,120.0,360.3,56.0,0
332.0,11,566.0,904.0,95.0,3.0,86.5,130.16,4.3,0.0,1.2,3.0,0
332.0,11,451.0,-42.0,40.0,26.7,-5.1,40.89,32.0,19.0,17.3,19.3,1
332.0,11,55.0,7.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,0
439.0,15,128.0,-4.0,30.0,0.0,2.7,56.3,0.0,85.0,0.0,0.0,1
10.0,11,660.0,-200.0,55.0,67.3,-44.0,126.0,206.0,142.0,111.7,43.7,0
377.0,13,250.0,-105.0,24.0,76.3,-47.1,23.86,60.3,20.0,74.2,26.0,0
438.0,15,313.0,163.0,40.0,22.7,17.2,37.12,67.7,15.0,53.6,23.7,1
438.0,15,360.0,-198.0,60.0,0.0,0.0,49.99,0.0,0.0,0.0,0.0,1
311.0,11,4.0,-3.0,30.0,0.0,0.0,29.99,1.3,0.0,0.0,0.3,0
45.0,15,167.0,-167.0,49.0,67.3,-0.8,30.81,75.0,0.0,48.7,21.3,1
36.0,11,460.0,246.0,36.0,107.7,0.0,35.99,50.3,0.0,80.2,17.0,1
76.0,9,294.0,111.0,31.0,32.0,24.5,79.88,95.7,119.0,89.8,21.7,0
377.0,13,266.0,65.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,1
164.0,9,308.0,-79.0,70.0,25.0,-6.2,61.15,104.3,0.0,69.8,31.7,0
102.0,13,2171.0,474.0,85.0,119.7,7.1,90.84,107.7,16.0,138.3,49.7,1
438.0,15,434.0,182.0,40.0,0.0,-0.5,40.48,0.0,0.0,0.0,0.0,0
377.0,13,1052.0,347.0,68.0,125.3,-7.0,88.95,202.0,67.0,237.1,35.7,0
220.0,9,1426.0,732.0,145.0,41.7,93.8,167.88,270.0,90.0,184.2,37.3,0
331.0,11,1590.0,224.0,126.0,123.3,57.4,186.48,257.0,219.0,409.2,25.3,0
267.0,9,916.0,35.0,60.0,0.0,-2.9,52.86,0.0,7.0,0.0,0.0,0
438.0,15,134.0,21.0,45.0,0.0,0.0,34.99,0.0,0.0,0.0,0.0,0
121.0,11,473.0,-50.0,40.0,118.0,-36.9,68.9,77.3,76.0,90.8,77.0,0
126.0,9,574.0,-201.0,54.0,101.7,62.4,47.54,52.7,0.0,289.4,3.0,0
215.0,15,526.0,198.0,38.0,70.0,6.9,39.73,83.0,19.0,143.9,30.0,1
377.0,13,169.0,-136.0,40.0,0.0,-1.0,31.03,0.0,0.0,0.0,0.0,1
331.0,11,113.0,273.0,40.0,0.0,1.3,30.43,0.0,1.0,0.0,0.0,1
331.0,11,481.0,14.0,60.0,0.0,-1.2,51.19,0.0,4.0,0.0,0.0,1
118.0,15,51.0,-25.0,10.0,10.0,-10.1,20.05,15.7,10.0,6.4,5.0,0
326.0,11,376.0,-22.0,30.0,0.0,-16.6,111.12,0.0,158.0,0.0,0.0,1
202.0,15,601.0,18.0,60.0,98.7,-0.8,51.08,132.0,1.0,224.1,6.7,1
438.0,15,332.0,-92.0,40.0,27.0,-0.2,40.84,68.3,0.0,70.5,14.0,0
104.0,9,642.0,-392.0,22.0,198.0,-121.2,127.06,205.3,187.0,187.0,83.3,1
269.0,9,353.0,-1.0,60.0,0.0,-0.7,55.73,0.0,0.0,0.0,0.0,0
438.0,15,62.0,12.0,30.0,0.0,4.4,29.64,0.0,29.0,0.0,0.0,0
331.0,11,342.0,-72.0,40.0,19.3,-20.4,71.0,127.7,123.0,127.7,17.0,1
331.0,11,972.0,-136.0,60.0,0.0,-37.7,87.69,0.0,154.0,0.0,0.0,0
190.0,9,36.0,-4.0,10.0,1.0,0.3,10.7,13.0,0.0,11.4,0.3,0
331.0,11,782.0,432.0,48.0,57.0,2.4,37.57,50.7,0.0,0.2,23.0,0
438.0,15,486.0,-116.0,42.0,0.0,-28.0,69.25,0.0,94.0,0.0,0.0,1
269.0,9,12.0,-10.0,30.0,3.0,-1.3,25.24,5.7,3.0,3.7,2.3,0
269.0,9,80.0,-80.0,10.0,7.7,-4.3,18.28,33.3,17.0,35.1,0.7,1
269.0,9,274.0,178.0,40.0,0.0,-0.8,31.13,0.0,0.0,0.0,0.0,0
438.0,15,806.0,123.0,50.0,111.3,-6.2,62.41,103.0,14.0,108.0,35.3,0
331.0,11,80.0,-80.0,45.0,0.0,12.3,35.74,0.0,0.0,0.0,0.0,1
225.0,13,2051.0,976.0,121.0,91.7,31.8,260.91,376.7,273.0,280.6,46.3,0
79.0,11,75.0,-75.0,55.0,11.7,-20.8,40.78,36.3,0.0,12.4,8.0,1
331.0,11,488.0,137.0,10.0,0.0,33.1,37.83,0.0,93.0,0.0,0.0,0
438.0,15,379.0,18.0,60.0,0.0,2.9,56.03,0.0,10.0,0.0,0.0,1
438.0,15,221.0,-127.0,40.0,0.0,-0.5,30.48,0.0,0.0,0.0,0.0,1
438.0,15,377.0,116.0,40.0,0.0,1.2,30.4,0.0,0.0,0.0,0.0,1
13.0,9,402.0,-178.0,45.0,20.0,-26.8,66.22,36.7,66.0,7.1,6.3,0
331.0,11,569.0,246.0,40.0,0.0,67.7,71.88,0.0,94.0,0.0,0.0,1
59.0,9,0.0,0.0,45.0,0.0,-0.2,35.2,0.0,0.0,0.0,0.0,0
331.0,11,280.0,-190.0,60.0,0.0,0.0,53.99,0.0,0.0,0.0,0.0,0
22.0,9,74.0,21.0,45.0,8.0,-16.6,51.64,14.7,0.0,13.5,5.7,1
331.0,11,171.0,46.0,31.0,4.7,3.9,30.04,5.3,13.0,7.9,4.3,0
331.0,11,343.0,-239.0,70.0,0.0,-6.3,66.33,0.0,0.0,0.0,0.0,1
169.0,15,1149.0,38.0,62.0,0.0,-17.7,79.71,0.0,52.0,0.0,0.0,0
377.0,13,30.0,-30.0,40.0,0.0,0.0,37.99,0.0,0.0,0.0,0.0,0
331.0,11,634.0,106.0,45.0,90.7,47.3,66.53,91.7,104.0,159.5,16.7,1
269.0,9,812.0,64.0,70.0,67.0,10.1,66.33,100.0,0.0,245.4,24.0,0
438.0,15,778.0,700.0,43.0,60.7,0.1,52.47,61.0,0.0,50.7,27.7,0
113.0,11,930.0,-98.0,45.0,75.0,-6.4,44.52,45.7,2.0,217.9,20.0,1
269.0,9,661.0,-20.0,45.0,0.0,-0.3,35.3,0.0,0.0,0.0,0.0,0
269.0,9,573.0,85.0,67.0,0.0,-5.5,59.46,0.0,0.0,0.0,0.0,1
438.0,15,908.0,188.0,60.0,0.0,3.9,80.26,0.0,75.0,0.0,0.0,1
438.0,15,467.0,-40.0,40.0,46.7,-1.9,31.84,69.7,4.0,63.3,46.7,0
269.0,9,211.0,-57.0,50.0,16.0,-0.3,44.3,68.7,0.0,8.1,0.0,0
331.0,11,231.0,99.0,60.0,0.0,-0.9,50.38,0.0,0.0,0.0,0.0,0
369.0,13,628.0,-47.0,60.0,119.0,-6.0,55.95,94.0,14.0,85.9,0.3,0
269.0,9,6.0,0.0,30.0,0.0,-0.5,30.51,0.0,0.0,0.0,0.0,1
269.0,9,152.0,-46.0,28.0,0.0,-2.8,36.74,0.0,9.0,0.0,0.0,1
331.0,11,148.0,112.0,70.0,0.0,-0.2,60.24,0.0,0.0,0.0,0.0,1
377.0,13,0.0,0.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,1
377.0,13,583.0,150.0,30.0,0.0,11.3,46.68,0.0,33.0,0.0,0.0,0
438.0,15,79.0,-79.0,19.0,0.0,-16.3,16.26,0.0,0.0,0.0,0.0,0
269.0,9,1370.0,-1358.0,66.0,277.3,-50.7,205.71,163.3,329.0,259.6,113.3,0
377.0,13,324.0,-65.0,40.0,0.0,-1.0,34.98,0.0,0.0,0.0,0.0,0
269.0,9,20.0,-4.0,50.0,3.0,1.1,48.91,5.7,0.0,2.9,6.0,0
331.0,11,24.0,0.0,40.0,0.0,0.0,30.03,0.0,0.0,0.0,0.0,1
438.0,15,223.0,-115.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,0
438.0,15,368.0,325.0,60.0,0.0,-4.1,48.62,0.0,36.0,0.0,0.0,1
371.0,13,209.0,-22.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,0
377.0,13,63.0,-63.0,50.0,0.0,0.0,39.99,0.0,0.0,0.0,0.0,1
377.0,13,18.0,-16.0,10.0,7.0,0.0,10.0,5.0,0.0,0.9,2.7,1
222.0,15,42.0,-21.0,40.0,1.0,-0.8,30.9,21.0,0.0,8.5,1.3,0
437.0,15,0.0,0.0,10.0,0.0,0.7,13.3,0.0,0.0,0.0,0.0,1
268.0,9,254.0,-2.0,40.0,0.0,4.4,33.12,0.0,0.0,0.0,0.0,1
262.0,9,622.0,-78.0,80.0,0.0,-1.5,72.76,0.0,0.0,0.0,0.0,0
268.0,9,360.0,280.0,40.0,0.0,77.4,63.87,0.0,92.0,0.0,0.0,0
260.0,15,79.0,27.0,40.0,5.3,0.0,29.99,9.3,0.0,0.0,8.0,0
190.0,15,993.0,37.0,60.0,67.3,-16.1,67.03,107.7,41.0,372.8,5.0,0
268.0,9,117.0,83.0,40.0,0.0,-0.3,34.26,0.0,0.0,0.0,0.0,1
330.0,11,134.0,-62.0,30.0,0.0,-2.0,31.97,0.0,0.0,0.0,0.0,0
272.0,11,1540.0,528.0,45.0,150.7,26.3,245.05,235.0,580.0,508.1,56.7,1
236.0,11,164.0,55.0,40.0,14.3,0.1,30.66,79.0,0.0,29.8,7.3,0
268.0,9,436.0,-45.0,95.0,35.3,-16.0,106.01,115.0,0.0,80.9,29.3,1
437.0,15,493.0,114.0,45.0,0.0,0.0,34.99,0.0,0.0,0.0,0.0,0
90.0,13,486.0,400.0,40.0,60.0,80.4,89.03,64.0,151.0,132.6,24.3,1
229.0,9,1225.0,82.0,60.0,260.3,-16.3,74.31,193.0,52.0,316.0,158.0,0
268.0,9,392.0,92.0,10.0,0.0,12.9,19.88,0.0,39.0,0.0,0.0,0
376.0,13,318.0,-4.0,40.0,0.0,8.0,32.88,0.0,8.0,0.0,0.0,0
330.0,11,120.0,127.0,63.0,0.0,45.3,70.67,0.0,0.0,0.0,0.0,0
330.0,11,1573.0,-380.0,60.0,62.7,-99.4,252.0,200.3,669.0,61.1,70.0,1
125.0,13,1389.0,-30.0,53.0,114.0,-4.3,47.67,98.7,6.0,136.3,36.0,1
376.0,13,75.0,23.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0
330.0,11,140.0,-6.0,40.0,22.0,0.7,30.24,38.7,0.0,25.2,10.7,0
199.0,15,228.0,-78.0,40.0,16.3,-1.1,31.08,69.7,2.0,13.8,13.0,0
268.0,9,1092.0,16.0,40.0,314.0,2.0,98.2,124.7,168.0,333.9,109.7,0
27.0,9,1202.0,17.0,48.0,153.0,-0.4,40.43,84.0,5.0,136.9,32.0,1
3.0,11,244.0,-86.0,60.0,45.3,-0.3,54.28,45.0,1.0,34.3,32.0,0
330.0,11,14.0,18.0,10.0,1.0,0.0,10.0,9.7,0.0,3.0,2.3,1
330.0,11,1954.0,-858.0,85.0,0.0,-16.5,91.51,0.0,39.0,0.0,0.0,1
150.0,11,540.0,-352.0,40.0,33.7,-23.5,55.93,81.7,60.0,273.2,43.7,1
268.0,9,178.0,48.0,40.0,0.0,-0.3,30.26,0.0,0.0,0.0,0.0,0
275.0,11,234.0,-66.0,30.0,31.0,-22.5,22.49,57.0,0.0,38.2,14.3,1
268.0,9,2304.0,-2304.0,63.0,208.3,-256.8,339.25,354.3,939.0,335.5,36.3,1
268.0,9,448.0,-178.0,64.0,0.0,10.5,98.61,0.0,0.0,0.0,0.0,1
330.0,11,0.0,0.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,0
259.0,9,59.0,-57.0,40.0,0.0,7.6,26.38,0.0,0.0,0.0,0.0,0
330.0,11,0.0,0.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1
330.0,11,577.0,201.0,40.0,0.0,-1.7,31.65,0.0,0.0,0.0,0.0,1
268.0,9,832.0,684.0,62.0,0.0,3.4,58.56,0.0,36.0,0.0,0.0,0
376.0,13,58.0,2.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,0
330.0,11,121.0,-18.0,40.0,0.0,-2.1,32.28,0.0,0.0,0.0,0.0,0
437.0,15,1463.0,-90.0,60.0,143.7,-55.2,110.96,181.7,120.0,475.1,45.7,0
330.0,11,1436.0,-200.0,75.0,0.0,0.0,75.03,0.0,0.0,0.0,0.0,0
376.0,13,113.0,-86.0,40.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,1
437.0,15,857.0,-87.0,60.0,0.0,-11.5,61.53,0.0,4.0,0.0,0.0,0
